participant,interface,taskType,task,time_s,response,accuracy
8,touch,composition,Gutt Båt Katt,10.53,En gutt med en katt på en båt,
8,touch,composition,Eple Lege Hus,10.15,En lege spiser et eple i et hus,
8,touch,composition,Kvinne Fly Baby,8.67,En kvinne flyr med en baby,
8,touch,composition,Mann Hund Bil,11.47,En mann reiser med en hund i en bil,
8,touch,composition,Jente Sykkel Tre,7.85,En jente sykler ved et tre,
8,touch,composition,Lærer Bok Klasserom,12.86,En lærer leser en bok foran klasserommet,
8,touch,composition,Kokk Pizza Kjøkken,6.50,En kokk lager en pizza på kjøkkenet,
8,touch,composition,Brannmann Brannbil Ild,8.77,En brannmann slukker ild med en brannbil,
8,touch,composition,Politimann Bil Vei,11.03,En politimann reiser på en vei med en bil,
8,touch,composition,Student Laptop Kaffe,12.73,En student drikker kaffe og er på en laptop,
8,touch,transcription,Gutten tar med katten sin på båten.,8.16,Gutten tar med katten sin på båten.,100.00
8,touch,transcription,Legen spiser et eple før han drar hjem.,9.29,Legen spiser et eple før han drar hjem.,100.00
8,touch,transcription,Kvinnen flyr med babyen sin på flyet.,8.22,Kvinnen flyr med babyen sin på flyet.,100.00
8,touch,transcription,Mannen kjører bilen sin mens hunden ser ut av vinduet.,11.57,Mannen kjører bilen sin mens hunden ser ut av vinduet.,100.00
8,touch,transcription,Jenta sykler gjennom skogen ved et stort tre.,9.55,Jenta sykler gjennom skogen ved et stort tre,97.78
8,touch,transcription,Læreren holder en bok foran klassen i klasserommet.,12.01,Læreren holder en bok foran klassen i klasserommet.,100.00
8,touch,transcription,Kokken lager pizza på kjøkkenet sitt.,10.09,Kokken lager pizza på kjøkkenet sitt.,100.00
8,touch,transcription,Brannmannen slukker ild med en brannbil.,8.39,Brannmannen slukker ild med en brannbil.,100.00
8,touch,transcription,Politimannen patruljerer veien i bilen sin.,9.86,Politimannen patruljerer veien i bilen sin.,100.00
8,touch,transcription,Studenten jobber på laptopen sin med en kopp kaffe ved siden av.,15.10,Studenten jobber på laptopen sin men en kopp kaffe ved siden av,96.88
8,touch,paragraph,Svarte hull,38.66,Et svart hull er et sted i verdensrommet med ekstrem tyngdekraft. Alt som kommer for nær  blir dratt inn. Ikke engang lys slippes ut.,100.00
8,touch,paragraph,Livet i rommet,41.29,Astronauter må feste seg når de sover  ellers flyter de rundt. De spiser mat i poser og pusser tennene uten vann. Alt flyter i vektløshet  til og med tårene.,100.00
8,touch,paragraph,Første menneske i rommet,60.66,Den første personen i verdensrommet het Jurij Gagarin. Han kom fra Russland og reiste rundt jorden i 1961. Turen varte i 108 minutter  men gjorde han verdensberømt.,100.00
8,touch,questionnaire,q1:3 q2:3,,,
