participant,interface,taskType,task,time_s,response,accuracy
5,keyboard,composition,Gutt Båt Katt,3.70,gutt båt katt,
5,keyboard,composition,Eple Lege Hus,3.24,eple lege hus,
5,keyboard,composition,Kvinne Fly Baby,3.70,kvinne fly baby,
5,keyboard,composition,Mann Hund Bil,4.16,mann hund bil,
5,keyboard,composition,Jente Sykkel Tre,3.96,jente sykkel tre,
5,keyboard,composition,Lærer Bok Klasserom,5.12,lærer bok klasserom,
5,keyboard,composition,Kokk Pizza Kjøkken,4.22,kokk pizza kjøkken,
5,keyboard,composition,Brannmann Brannbil Ild,6.41,brannmann brannbil ild,
5,keyboard,composition,Politimann Bil Vei,4.00,politimann bil vei,
5,keyboard,composition,Student Laptop Kaffe,6.66,student laptop kaffe,
5,keyboard,transcription,Gutten tar med katten sin på båten.,7.00,gutten tar med katten sin på båten,97.14
5,keyboard,transcription,Legen spiser et eple før han drar hjem.,7.93,legen spiser et eple før han drar hjem,97.44
5,keyboard,transcription,Kvinnen flyr med babyen sin på flyet.,6.96,kvinnen flyr med babyen sin på flyet,97.30
5,keyboard,transcription,Mannen kjører bilen sin mens hunden ser ut av vinduet.,9.92,mannen kjører bilen sin mens hunden ser ut av vinduet,98.15
5,keyboard,transcription,Jenta sykler gjennom skogen ved et stort tre.,7.84,jenta sykler gjennom skogen ved et stort tre,97.78
5,keyboard,transcription,Læreren holder en bok foran klassen i klasserommet.,11.07,læreren holder en bok forann klassen i klasserommet,96.08
5,keyboard,transcription,Kokken lager pizza på kjøkkenet sitt.,8.89,kokken lager pizza på kjøkknet sitt,94.59
5,keyboard,transcription,Brannmannen slukker ild med en brannbil.,6.32,brannmannen slukker ild med en brannbil,97.50
5,keyboard,transcription,Politimannen patruljerer veien i bilen sin.,6.97,politimannen patruljerer veien i bilen sin,97.67
5,keyboard,transcription,Studenten jobber på laptopen sin med en kopp kaffe ved siden av.,12.61,studenten jobber på laptopen sin med en kopp kaffe ved siden av,98.44
5,keyboard,paragraph,Svarte hull,1.13,Et svart hull er et sted i verdensrommet med ekstrem tyngdekraft. Alt som kommer for nær  blir dratt inn. Ikke engang lys slippes ut.,100.00
5,keyboard,paragraph,Livet i rommet,1.89,Astronauter må feste seg når de sover  ellers flyter de rundt. De spiser mat i poser og pusser tennene uten vann. Alt flyter i vektløshet  til og med tårene.,100.00
5,keyboard,paragraph,Første menneske i rommet,0.85,Den første personen i verdensrommet het Jurij Gagarin. Han kom fra Russland og reiste rundt jorden i 1961. Turen varte i 108 minutter  men gjorde han verdensberømt.,100.00
5,keyboard,questionnaire,q1:1 q2:5,,,
