participant,interface,taskType,task,time_s,response,accuracy
6,keyboard,composition,Gutt Båt Katt,4.02,gutt båt og katt,
6,keyboard,composition,Eple Lege Hus,3.13,eple lege hus,
6,keyboard,composition,Kvinne Fly Baby,4.23,kvinne fly baby,
6,keyboard,composition,Mann Hund Bil,3.41,mann hund bil,
6,keyboard,composition,Jente Sykkel Tre,3.29,jente sykkel tre,
6,keyboard,composition,Lærer Bok Klasserom,4.48,lærer bok klasserom,
6,keyboard,composition,Kokk Pizza Kjøkken,4.35,kokk pizza kjøkken,
6,keyboard,composition,Brannmann Brannbil Ild,4.41,brannbil ild,
6,keyboard,composition,Politimann Bil Vei,5.90,politmann bil vei,
6,keyboard,composition,Student Laptop Kaffe,6.88,student laptop kaffe,
6,keyboard,transcription,Gutten tar med katten sin på båten.,7.46,gutten tar med katten sin på båten,97.14
6,keyboard,transcription,Legen spiser et eple før han drar hjem.,7.98,legen spiser et eple før han drar hjem,97.44
6,keyboard,transcription,Kvinnen flyr med babyen sin på flyet.,6.51,kvinnen flyr med babyen sin på flyet,97.30
6,keyboard,transcription,Mannen kjører bilen sin mens hunden ser ut av vinduet.,10.17,mannen kjører bilen sin mens hunden ser ut av vinduet,98.15
6,keyboard,transcription,Jenta sykler gjennom skogen ved et stort tre.,10.76,jenta sykler gjennom skogen ved ett stort tre,95.56
6,keyboard,transcription,Læreren holder en bok foran klassen i klasserommet.,9.20,læreren holder en bok forann klasserommet,80.39
6,keyboard,transcription,Kokken lager pizza på kjøkkenet sitt.,7.01,kokken lager pizza på kjøkknet sitt,94.59
6,keyboard,transcription,Brannmannen slukker ild med en brannbil.,8.49,brannmannen slukker ild med en brannbil,97.50
6,keyboard,transcription,Politimannen patruljerer veien i bilen sin.,6.78,politimannen patruljerer veien i bilen,88.37
6,keyboard,transcription,Studenten jobber på laptopen sin med en kopp kaffe ved siden av.,13.80,studenten jobber på laptopen sin med en kopp kaffe,78.13
6,keyboard,paragraph,Svarte hull,1.18,Et svart hull er et sted i verdensrommet med ekstrem tyngdekraft. Alt som kommer for nær  blir dratt inn. Ikke engang lys slippes ut.,100.00
6,keyboard,paragraph,Livet i rommet,1.03,Astronauter må feste seg når de sover  ellers flyter de rundt. De spiser mat i poser og pusser tennene uten vann. Alt flyter i vektløshet  til og med tårene.,100.00
6,keyboard,paragraph,Første menneske i rommet,0.91,Den første personen i verdensrommet het Jurij Gagarin. Han kom fra Russland og reiste rundt jorden i 1961. Turen varte i 108 minutter  men gjorde han verdensberømt.,100.00
6,keyboard,questionnaire,q1:3 q2:4,,,
