participant,interface,taskType,task,time_s,response,accuracy
7,keyboard,composition,Gutt Båt Katt,5.52,gutt båt katt,
7,keyboard,composition,Eple Lege Hus,2.82,eple hus legen,
7,keyboard,composition,Kvinne Fly Baby,5.67,fly baby kvinne,
7,keyboard,composition,Mann Hund Bil,2.62,hund bil mann,
7,keyboard,composition,Jente Sykkel Tre,2.98,tre sykkel jente,
7,keyboard,composition,Lærer Bok Klasserom,5.14,klasserom lærer bok,
7,keyboard,composition,Kokk Pizza Kjøkken,4.09,pizza kjøkken kokk,
7,keyboard,composition,Brannmann Brannbil Ild,4.53,brannmann brannbil ild,
7,keyboard,composition,Politimann Bil Vei,3.64,politimann bil vei,
7,keyboard,composition,Student Laptop Kaffe,4.87,student laptop kaffe,
7,keyboard,transcription,Gutten tar med katten sin på båten.,0.77,Gutten tar med katten sin på båten.,100.00
7,keyboard,transcription,Legen spiser et eple før han drar hjem.,0.82,Legen spiser et eple før han drar hjem.,100.00
7,keyboard,transcription,Kvinnen flyr med babyen sin på flyet.,0.75,Kvinnen flyr med babyen sin på flyet.,100.00
7,keyboard,transcription,Mannen kjører bilen sin mens hunden ser ut av vinduet.,0.83,Mannen kjører bilen sin mens hunden ser ut av vinduet.,100.00
7,keyboard,transcription,Jenta sykler gjennom skogen ved et stort tre.,0.84,Jenta sykler gjennom skogen ved et stort tre,97.78
7,keyboard,transcription,Læreren holder en bok foran klassen i klasserommet.,0.80,Læreren holder en bok foran klassen i klasserommet.,100.00
7,keyboard,transcription,Kokken lager pizza på kjøkkenet sitt.,0.70,Kokken lager pizza på kjøkkenet sitt.,100.00
7,keyboard,transcription,Brannmannen slukker ild med en brannbil.,0.88,Brannmannen slukker ild med en brannbil.,100.00
7,keyboard,transcription,Politimannen patruljerer veien i bilen sin.,0.71,Politimannen patruljerer veien i bilen sin.,100.00
7,keyboard,transcription,Studenten jobber på laptopen sin med en kopp kaffe ved siden av.,0.80,Studenten jobber på laptopen sin med en kopp kaffe ved siden av.,100.00
7,keyboard,paragraph,Svarte hull,0.78,Et svart hull er et sted i verdensrommet med ekstrem tyngdekraft. Alt som kommer for nær  blir dratt inn. Ikke engang lys slippes ut.,100.00
7,keyboard,paragraph,Livet i rommet,0.77,Astronauter må feste seg når de sover  ellers flyter de rundt. De spiser mat i poser og pusser tennene uten vann. Alt flyter i vektløshet  til og med tårene.,100.00
7,keyboard,paragraph,Første menneske i rommet,1.18,Den første personen i verdensrommet het Jurij Gagarin. Han kom fra Russland og reiste rundt jorden i 1961. Turen varte i 108 minutter  men gjorde han verdensberømt.,100.00
7,keyboard,questionnaire,q1:1 q2:1,,,
